       0   170.060 
    5000   172.685 
   10000   174.984 
   15000   170.848 
   20000   175.696 
   25000   174.067 
   30000   174.813 
   35000   170.717 
   40000   175.138 
   45000   176.717 
   50000   169.997 
   55000   173.973 
   60000   174.838 
   65000   175.805 
   70000   172.863 
   75000   173.140 
   80000   170.376 
   85000   174.456 
   90000   170.041 
   95000   174.070 
  100000   166.599 
  105000   175.306 
  110000   173.758 
  115000   170.401 
  120000   175.710 
  125000   174.890 
  130000   173.687 
  135000   174.722 
  140000   173.425 
  145000   175.414 
  150000   173.604 
  155000   173.892 
  160000   176.931 
  165000   172.483 
  170000   175.515 
  175000   174.874 
  180000   170.128 
  185000   172.966 
  190000   173.607 
  195000   170.299 
  200000   171.788 
  205000   168.154 
  210000   174.470 
  215000   172.868 
  220000   174.285 
  225000   174.207 
  230000   173.476 
  235000   172.650 
  240000   172.829 
  245000   173.079 
  250000   175.056 
  255000   173.088 
  260000   176.949 
  265000   174.406 
  270000   172.425 
  275000   172.771 
  280000   177.177 
  285000   173.132 
  290000   174.675 
  295000   172.576 
  300000   171.174 
  305000   174.590 
  310000   173.745 
  315000   171.110 
  320000   174.099 
  325000   172.546 
  330000   170.366 
  335000   176.213 
  340000   171.347 
  345000   172.001 
  350000   174.837 
  355000   177.242 
  360000   173.087 
  365000   173.460 
  370000   177.027 
  375000   171.555 
  380000   174.925 
  385000   172.156 
  390000   174.623 
  395000   173.422 
  400000   173.658 
  405000   174.023 
  410000   172.000 
  415000   171.846 
  420000   174.189 
  425000   173.663 
  430000   174.465 
  435000   171.130 
  440000   173.383 
  445000   174.910 
  450000   176.126 
  455000   171.800 
  460000   177.289 
  465000   172.219 
  470000   176.538 
  475000   173.104 
  480000   171.408 
  485000   174.901 
  490000   175.457 
  495000   178.214 
