       0    29.890 
    5000    27.416 
   10000    28.069 
   15000    28.361 
   20000    34.278 
   25000    30.367 
   30000    27.612 
   35000    27.168 
   40000    30.108 
   45000    28.922 
   50000    28.014 
   55000    28.917 
   60000    30.812 
   65000    28.909 
   70000    30.906 
   75000    27.013 
   80000    32.750 
   85000    29.149 
   90000    29.724 
   95000    27.939 
  100000    32.991 
  105000    29.871 
  110000    32.253 
  115000    31.502 
  120000    30.041 
  125000    30.071 
  130000    28.940 
  135000    27.923 
  140000    29.008 
  145000    28.221 
  150000    30.091 
  155000    25.479 
  160000    29.554 
  165000    28.903 
  170000    28.839 
  175000    31.542 
  180000    27.300 
  185000    30.491 
  190000    28.823 
  195000    31.035 
  200000    29.819 
  205000    25.433 
  210000    28.141 
  215000    30.692 
  220000    30.255 
  225000    29.900 
  230000    28.944 
  235000    30.559 
  240000    26.927 
  245000    31.043 
  250000    27.089 
  255000    34.923 
  260000    33.838 
  265000    29.806 
  270000    25.950 
  275000    28.083 
  280000    22.089 
  285000    31.576 
  290000    31.996 
  295000    29.043 
  300000    32.876 
  305000    27.555 
  310000    31.791 
  315000    29.731 
  320000    24.401 
  325000    30.000 
  330000    25.599 
  335000    30.008 
  340000    29.467 
  345000    26.164 
  350000    33.205 
  355000    31.180 
  360000    30.399 
  365000    30.934 
  370000    33.106 
  375000    30.755 
  380000    31.473 
  385000    28.930 
  390000    30.369 
  395000    30.081 
  400000    28.502 
  405000    26.929 
  410000    28.062 
  415000    30.068 
  420000    30.642 
  425000    26.675 
  430000    29.982 
  435000    33.514 
  440000    27.889 
  445000    30.289 
  450000    32.653 
  455000    31.484 
  460000    28.338 
  465000    29.614 
  470000    29.157 
  475000    32.398 
  480000    27.331 
  485000    27.989 
  490000    27.985 
  495000    26.888 
