       0   158.773 
    5000   162.542 
   10000   157.331 
   15000   163.048 
   20000   160.230 
   25000   162.333 
   30000   158.440 
   35000   160.786 
   40000   162.657 
   45000   162.320 
   50000   155.034 
   55000   161.085 
   60000   158.668 
   65000   157.522 
   70000   160.717 
   75000   161.116 
   80000   161.742 
   85000   162.443 
   90000   165.671 
   95000   159.362 
  100000   162.613 
  105000   159.961 
  110000   162.385 
  115000   160.831 
  120000   161.300 
  125000   160.744 
  130000   156.155 
  135000   157.063 
  140000   163.669 
  145000   158.288 
  150000   162.801 
  155000   159.414 
  160000   163.238 
  165000   161.841 
  170000   159.143 
  175000   159.571 
  180000   160.203 
  185000   157.203 
  190000   161.250 
  195000   156.113 
  200000   160.271 
  205000   161.143 
  210000   160.719 
  215000   159.597 
  220000   158.304 
  225000   157.461 
  230000   160.115 
  235000   160.186 
  240000   158.178 
  245000   162.681 
  250000   161.705 
  255000   157.996 
  260000   161.507 
  265000   160.166 
  270000   159.088 
  275000   161.489 
  280000   156.857 
  285000   159.651 
  290000   158.153 
  295000   160.627 
  300000   158.695 
  305000   160.333 
  310000   161.000 
  315000   163.190 
  320000   159.044 
  325000   158.695 
  330000   158.699 
  335000   156.066 
  340000   161.149 
  345000   163.567 
  350000   159.407 
  355000   158.379 
  360000   157.835 
  365000   160.307 
  370000   161.179 
  375000   159.696 
  380000   155.881 
  385000   158.829 
  390000   154.483 
  395000   160.060 
  400000   158.889 
  405000   163.889 
  410000   163.757 
  415000   158.293 
  420000   162.182 
  425000   160.783 
  430000   161.238 
  435000   163.858 
  440000   162.387 
  445000   157.782 
  450000   161.355 
  455000   162.562 
  460000   158.541 
  465000   160.857 
  470000   160.432 
  475000   156.742 
  480000   163.157 
  485000   159.287 
  490000   158.116 
  495000   156.147 
