       0     9.841 
    5000    13.038 
   10000    12.496 
   15000    13.512 
   20000    14.307 
   25000    11.260 
   30000    11.032 
   35000    11.935 
   40000    13.248 
   45000    12.945 
   50000     9.759 
   55000    13.455 
   60000    12.804 
   65000    13.616 
   70000     9.529 
   75000    12.039 
   80000    15.275 
   85000    10.366 
   90000    16.023 
   95000    17.898 
  100000    17.294 
  105000    10.259 
  110000    11.861 
  115000    11.138 
  120000    16.102 
  125000    11.974 
  130000    10.671 
  135000     8.256 
  140000     8.574 
  145000    15.601 
  150000    16.883 
  155000     6.774 
  160000    14.095 
  165000    13.530 
  170000    11.077 
  175000    14.928 
  180000    14.058 
  185000    10.615 
  190000    13.048 
  195000    12.081 
  200000    13.389 
  205000    10.095 
  210000    15.890 
  215000    11.374 
  220000    12.997 
  225000    11.231 
  230000    12.439 
  235000    12.703 
  240000     9.421 
  245000    11.739 
  250000    11.826 
  255000    10.719 
  260000     9.331 
  265000    13.364 
  270000    13.791 
  275000     9.892 
  280000    11.250 
  285000    10.674 
  290000    14.627 
  295000     8.208 
  300000    12.454 
  305000    10.708 
  310000    12.935 
  315000    10.521 
  320000    10.620 
  325000    11.511 
  330000     7.645 
  335000    13.830 
  340000    13.058 
  345000    11.643 
  350000    14.588 
  355000    12.804 
  360000    12.717 
  365000     5.197 
  370000    16.158 
  375000    14.136 
  380000    11.065 
  385000    10.616 
  390000    10.020 
  395000    15.160 
  400000    14.845 
  405000    14.729 
  410000    13.805 
  415000    12.086 
  420000    11.729 
  425000    11.916 
  430000     8.035 
  435000    10.635 
  440000    11.339 
  445000    11.372 
  450000     7.080 
  455000     8.019 
  460000    13.126 
  465000    11.733 
  470000    12.711 
  475000    14.928 
  480000    12.706 
  485000    11.707 
  490000    12.397 
  495000    10.793 
