       0   115.688 
    5000   114.258 
   10000   116.387 
   15000   114.563 
   20000   110.150 
   25000   114.199 
   30000   111.918 
   35000   110.275 
   40000   112.714 
   45000   115.908 
   50000   112.038 
   55000   112.291 
   60000   112.758 
   65000   113.564 
   70000   111.330 
   75000   116.166 
   80000   112.387 
   85000   114.936 
   90000   110.379 
   95000   115.813 
  100000   112.666 
  105000   115.914 
  110000   113.012 
  115000   112.550 
  120000   117.135 
  125000   116.048 
  130000   111.513 
  135000   116.442 
  140000   113.198 
  145000   109.123 
  150000   117.838 
  155000   104.700 
  160000   115.877 
  165000   113.922 
  170000   114.897 
  175000   111.832 
  180000   112.263 
  185000   111.211 
  190000   118.364 
  195000   116.113 
  200000   114.056 
  205000   111.217 
  210000   111.948 
  215000   110.099 
  220000   113.660 
  225000   109.754 
  230000   111.198 
  235000   108.909 
  240000   109.735 
  245000   113.969 
  250000   114.032 
  255000   112.950 
  260000   113.715 
  265000   115.219 
  270000   112.357 
  275000   110.744 
  280000   107.791 
  285000   110.533 
  290000   115.334 
  295000   114.558 
  300000   112.568 
  305000   115.883 
  310000   113.380 
  315000   113.078 
  320000   110.275 
  325000   108.834 
  330000   109.401 
  335000   112.982 
  340000   112.736 
  345000   113.047 
  350000   113.643 
  355000   110.814 
  360000   119.251 
  365000   112.444 
  370000   112.351 
  375000   114.149 
  380000   113.756 
  385000   110.891 
  390000   115.855 
  395000   112.645 
  400000   113.032 
  405000   113.735 
  410000   109.622 
  415000   110.455 
  420000   111.631 
  425000   114.529 
  430000   111.058 
  435000   111.844 
  440000   111.136 
  445000   112.315 
  450000   113.962 
  455000   113.483 
  460000   114.478 
  465000   111.480 
  470000   115.973 
  475000   113.060 
  480000   113.241 
  485000   107.126 
  490000   112.579 
  495000   117.600 
