       0   168.695 
    5000   166.723 
   10000   167.130 
   15000   170.148 
   20000   168.403 
   25000   164.224 
   30000   166.669 
   35000   165.879 
   40000   167.557 
   45000   165.314 
   50000   163.785 
   55000   166.484 
   60000   165.061 
   65000   168.685 
   70000   166.409 
   75000   164.502 
   80000   165.457 
   85000   168.272 
   90000   166.455 
   95000   166.895 
  100000   166.849 
  105000   164.314 
  110000   165.281 
  115000   167.848 
  120000   161.766 
  125000   164.879 
  130000   168.550 
  135000   168.201 
  140000   166.108 
  145000   170.751 
  150000   166.740 
  155000   169.681 
  160000   164.877 
  165000   168.970 
  170000   166.188 
  175000   166.983 
  180000   167.839 
  185000   165.755 
  190000   168.730 
  195000   166.693 
  200000   169.514 
  205000   165.052 
  210000   162.520 
  215000   171.410 
  220000   167.254 
  225000   167.988 
  230000   165.763 
  235000   158.450 
  240000   167.267 
  245000   167.456 
  250000   167.105 
  255000   160.057 
  260000   165.575 
  265000   163.867 
  270000   168.064 
  275000   167.900 
  280000   168.164 
  285000   167.056 
  290000   166.622 
  295000   166.125 
  300000   168.650 
  305000   165.246 
  310000   167.675 
  315000   165.697 
  320000   164.614 
  325000   161.376 
  330000   168.023 
  335000   163.156 
  340000   169.209 
  345000   165.732 
  350000   167.844 
  355000   165.930 
  360000   168.155 
  365000   168.085 
  370000   167.995 
  375000   168.586 
  380000   168.029 
  385000   165.273 
  390000   167.303 
  395000   168.343 
  400000   173.533 
  405000   169.984 
  410000   165.846 
  415000   172.080 
  420000   165.020 
  425000   168.652 
  430000   167.516 
  435000   163.048 
  440000   165.245 
  445000   165.666 
  450000   164.124 
  455000   162.594 
  460000   167.982 
  465000   170.778 
  470000   171.975 
  475000   166.967 
  480000   167.309 
  485000   167.380 
  490000   168.119 
  495000   166.723 
