       0   159.730 
    5000   157.510 
   10000   159.917 
   15000   156.476 
   20000   162.533 
   25000   157.852 
   30000   158.120 
   35000   159.414 
   40000   159.473 
   45000   160.238 
   50000   161.570 
   55000   159.469 
   60000   163.644 
   65000   158.320 
   70000   166.076 
   75000   158.089 
   80000   163.168 
   85000   163.298 
   90000   159.195 
   95000   160.313 
  100000   154.224 
  105000   159.548 
  110000   160.700 
  115000   158.600 
  120000   159.978 
  125000   159.419 
  130000   158.898 
  135000   164.334 
  140000   160.058 
  145000   159.088 
  150000   162.942 
  155000   162.512 
  160000   157.528 
  165000   159.588 
  170000   161.590 
  175000   158.587 
  180000   158.709 
  185000   157.389 
  190000   158.684 
  195000   160.584 
  200000   162.682 
  205000   157.169 
  210000   159.176 
  215000   160.080 
  220000   163.073 
  225000   159.702 
  230000   157.954 
  235000   160.559 
  240000   158.342 
  245000   160.681 
  250000   158.819 
  255000   162.324 
  260000   158.892 
  265000   155.692 
  270000   163.182 
  275000   160.476 
  280000   163.074 
  285000   156.490 
  290000   162.225 
  295000   157.566 
  300000   159.573 
  305000   161.176 
  310000   163.003 
  315000   163.045 
  320000   160.492 
  325000   158.355 
  330000   158.686 
  335000   157.258 
  340000   160.640 
  345000   157.400 
  350000   161.047 
  355000   160.791 
  360000   158.442 
  365000   161.004 
  370000   164.595 
  375000   160.103 
  380000   162.058 
  385000   163.065 
  390000   162.598 
  395000   159.511 
  400000   159.029 
  405000   161.780 
  410000   156.599 
  415000   158.290 
  420000   155.394 
  425000   167.571 
  430000   159.806 
  435000   162.118 
  440000   154.855 
  445000   159.646 
  450000   156.340 
  455000   162.554 
  460000   162.639 
  465000   164.311 
  470000   158.215 
  475000   161.211 
  480000   160.271 
  485000   160.052 
  490000   155.634 
  495000   158.191 
